Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
1,Alex Abrines\abrinal01,SG,25,OKC,18,2,20.6,2.2,6.1,.355,1.7,4.9,.341,0.5,1.2,.409,.491,0.4,0.5,.889,0.2,1.4,1.6,0.8,0.6,0.2,0.4,1.9,6.4
2,Jaylen Adams\adamsja01,PG,22,ATL,4,0,3.3,0.3,1.0,.250,0.3,1.0,.250,0.0,0.0,,.375,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.3,0.0,0.0,0.8
3,Steven Adams\adamsst01,C,25,OKC,20,20,34.0,6.2,10.6,.585,0.0,0.0,,6.2,10.6,.585,.585,2.2,4.1,.524,4.8,5.6,10.4,1.8,1.6,1.0,1.5,2.4,14.6
4,Bam Adebayo\adebaba01,C,21,MIA,21,1,19.1,2.8,5.0,.547,0.0,0.1,.000,2.8,4.9,.563,.547,2.3,3.3,.700,2.1,5.0,7.1,1.3,0.6,0.8,1.2,2.6,7.9
5,DeVaughn Akoon-Purcell\akoonde01,SG,25,DEN,6,0,3.5,0.5,1.7,.300,0.0,0.7,.000,0.5,1.0,.500,.300,0.2,0.3,.500,0.2,0.5,0.7,1.0,0.3,0.0,0.2,0.7,1.2
6,LaMarcus Aldridge\aldrila01,C,33,SAS,22,22,34.4,7.0,16.1,.432,0.0,0.4,.000,7.0,15.7,.443,.432,3.9,4.7,.817,3.7,6.9,10.6,2.4,0.4,1.2,1.9,1.9,17.8
7,Grayson Allen\allengr01,SG,23,UTA,14,1,10.5,1.4,3.9,.345,0.7,2.5,.286,0.6,1.4,.450,.436,1.1,1.6,.696,0.1,0.1,0.2,0.4,0.1,0.0,0.7,1.1,4.6
8,Jarrett Allen\allenja01,C,20,BRK,21,21,28.0,4.8,8.0,.595,0.1,0.7,.133,4.7,7.3,.641,.601,3.0,4.3,.692,3.0,5.6,8.6,1.7,0.6,1.5,1.2,2.7,12.6
9,Al-Farouq Aminu\aminual01,PF,28,POR,22,22,29.3,2.8,7.1,.397,1.3,4.0,.326,1.5,3.0,.493,.490,1.6,1.8,.875,1.2,6.7,7.9,0.5,1.0,0.4,0.8,2.3,8.5
10,Justin Anderson\anderju01,SG,25,ATL,6,0,10.7,2.3,5.5,.424,0.2,2.0,.083,2.2,3.5,.619,.439,1.0,1.2,.857,0.7,1.0,1.7,0.7,0.8,0.2,0.5,1.7,5.8
11,Kyle Anderson\anderky01,SF,25,MEM,21,18,30.1,2.8,5.9,.468,0.1,0.6,.250,2.6,5.3,.491,.480,0.6,1.2,.520,1.3,5.1,6.4,2.9,1.2,0.7,1.2,2.3,6.3
12,Ryan Anderson\anderry01,PF,30,PHO,13,8,20.4,1.5,4.6,.317,0.5,2.6,.206,0.9,2.0,.462,.375,0.8,1.1,.786,1.1,2.3,3.4,1.3,0.2,0.1,0.8,1.5,4.3
13,Ike Anigbogu\anigbik01,C,20,IND,3,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.3,0.7,1.0,0.3,0.0,0.3,0.3,0.0,0.0
14,Giannis Antetokounmpo\antetgi01,PF,24,MIL,20,20,33.8,10.5,18.1,.577,0.3,2.6,.118,10.2,15.6,.653,.586,6.1,9.0,.682,2.6,10.4,12.9,6.0,1.5,1.3,4.3,3.1,27.3
15,Carmelo Anthony\anthoca01,PF,34,HOU,10,2,29.4,4.9,12.1,.405,2.1,6.4,.328,2.8,5.7,.491,.492,1.5,2.2,.682,0.9,4.5,5.4,0.5,0.4,0.7,0.8,3.2,13.4
16,OG Anunoby\anunoog01,SF,21,TOR,17,3,21.5,3.6,7.8,.462,1.2,4.1,.304,2.4,3.7,.635,.542,0.2,0.8,.308,0.6,1.8,2.4,0.5,0.6,0.3,0.8,2.4,8.6
17,Ryan Arcidiacono\arcidry01,PG,24,CHI,22,11,28.6,2.8,6.0,.466,1.9,4.2,.441,0.9,1.7,.526,.622,0.7,0.9,.789,0.1,2.5,2.7,4.0,1.0,0.0,1.0,2.5,8.1
18,Trevor Ariza\arizatr01,SF,33,PHO,20,20,34.7,3.2,8.5,.371,1.9,5.4,.352,1.3,3.1,.403,.482,1.5,1.8,.833,0.7,4.8,5.5,3.3,1.2,0.4,1.6,1.9,9.7
19,D.J. Augustin\augusdj01,PG,31,ORL,23,23,27.2,3.4,7.5,.457,1.6,3.7,.440,1.8,3.9,.472,.564,2.1,2.4,.873,0.6,1.7,2.3,5.4,0.5,0.0,1.1,1.2,10.6
20,Deandre Ayton\aytonde01,C,20,PHO,22,22,32.1,7.2,11.8,.612,0.0,0.1,.000,7.2,11.7,.616,.612,2.0,2.6,.776,2.5,7.8,10.2,2.5,0.6,0.8,2.0,3.0,16.5
21,Dwayne Bacon\bacondw01,SG,23,CHO,13,0,13.8,2.5,5.0,.492,0.7,1.4,.500,1.8,3.6,.489,.562,0.8,0.9,.833,0.2,1.8,2.0,0.8,0.2,0.0,0.5,1.7,6.4
22,Marvin Bagley\baglema01,PF,19,SAC,21,0,24.1,5.0,9.7,.510,0.3,1.1,.304,4.6,8.6,.536,.527,2.7,4.2,.648,2.7,4.1,6.8,0.9,0.5,1.2,1.9,2.0,13.0
23,Ron Baker\bakerro01,SG,25,NYK,10,0,9.8,0.2,1.3,.154,0.0,0.8,.000,0.2,0.5,.400,.154,0.5,0.6,.833,0.1,0.5,0.6,1.0,0.4,0.0,0.3,1.5,0.9
24,Wade Baldwin\baldwwa01,PG,22,POR,8,0,5.6,0.4,1.9,.200,0.1,0.5,.250,0.3,1.4,.182,.233,0.0,0.0,,0.1,0.5,0.6,0.8,0.0,0.0,0.8,0.4,0.9
25,Lonzo Ball\balllo01,PG,21,LAL,22,20,27.0,3.1,7.8,.401,1.3,4.0,.330,1.8,3.8,.476,.485,0.4,0.7,.563,1.0,4.4,5.5,4.5,1.1,0.3,2.0,2.4,8.0
26,Mohamed Bamba\bambamo01,C,20,ORL,23,0,17.0,2.8,5.6,.500,0.6,1.7,.325,2.2,3.8,.580,.551,0.5,0.8,.667,1.3,3.2,4.5,1.1,0.3,1.3,0.6,2.1,6.7
27,J.J. Barea\bareajo01,PG,34,DAL,19,0,19.6,4.3,9.9,.429,0.9,3.2,.283,3.4,6.8,.496,.474,1.4,2.2,.659,0.4,1.9,2.3,6.0,0.6,0.1,1.5,1.5,10.8
28,Harrison Barnes\barneha02,SF,26,DAL,16,16,31.6,5.9,14.0,.420,2.3,5.5,.420,3.6,8.5,.419,.502,3.5,4.4,.789,0.6,3.9,4.6,1.3,0.9,0.2,1.4,2.1,17.6
29,Will Barton\bartowi01,SG,28,DEN,2,2,27.0,6.0,10.5,.571,2.5,4.5,.556,3.5,6.0,.583,.690,2.0,2.0,1.000,0.0,5.0,5.0,3.0,0.5,1.0,1.5,2.5,16.5
30,Keita Bates-Diop\bateske01,SF,23,MIN,2,0,9.0,1.0,4.0,.250,0.0,2.0,.000,1.0,2.0,.500,.250,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.5,0.0,0.5,2.0
31,Nicolas Batum\batumni01,SF,30,CHO,22,22,30.9,3.6,7.6,.470,1.3,3.5,.368,2.3,4.2,.554,.554,0.9,1.0,.826,1.2,4.3,5.5,3.4,1.0,0.5,2.0,1.5,9.3
32,Aron Baynes\baynear01,C,32,BOS,19,5,15.1,2.0,4.7,.422,0.6,1.8,.324,1.4,2.9,.482,.483,1.5,1.7,.875,1.7,2.9,4.7,1.3,0.2,0.5,0.7,2.4,6.1
33,Kent Bazemore\bazemke01,SG,29,ATL,23,19,26.0,4.7,10.3,.451,1.2,4.1,.295,3.4,6.2,.556,.511,2.3,3.0,.768,0.7,3.5,4.1,2.0,1.7,1.0,2.0,2.4,12.8
34,Bradley Beal\bealbr01,SG,25,WAS,22,22,34.7,7.8,16.8,.466,2.3,6.9,.336,5.5,9.9,.558,.535,3.7,4.8,.771,0.6,3.6,4.2,4.2,1.1,1.1,2.2,3.3,21.6
35,Malik Beasley\beaslma01,SG,22,DEN,22,0,18.0,2.9,6.2,.463,1.2,3.1,.377,1.7,3.0,.552,.559,0.2,0.3,.833,0.2,2.0,2.2,0.8,0.5,0.1,0.5,1.3,7.1
36,Michael Beasley\beaslmi01,PF,30,LAL,7,0,6.6,1.4,2.9,.500,0.0,0.3,.000,1.4,2.6,.556,.500,0.6,0.7,.800,0.4,0.7,1.1,0.3,0.3,0.0,1.0,1.7,3.4
37,Marco Belinelli\belinma01,SG,32,SAS,22,0,22.0,3.3,9.3,.358,1.5,4.7,.327,1.8,4.5,.390,.441,1.5,1.8,.850,0.2,1.6,1.8,2.0,0.6,0.2,0.7,1.5,9.7
38,Jordan Bell\belljo01,C,24,GSW,22,1,12.0,1.0,1.7,.553,0.0,0.0,.000,1.0,1.7,.568,.553,0.5,0.8,.706,0.7,2.0,2.6,1.2,0.5,0.8,0.4,1.5,2.5
39,DeAndre' Bembry\bembrde01,SG,24,ATL,23,2,23.0,3.1,7.7,.403,0.8,2.4,.321,2.3,5.2,.442,.455,1.3,2.2,.600,0.6,4.0,4.6,2.4,1.3,0.7,1.7,2.3,8.3
40,Dragan Bender\bendedr01,PF,21,PHO,6,0,4.3,0.3,1.3,.250,0.0,0.7,.000,0.3,0.7,.500,.250,0.0,0.0,,0.3,0.7,1.0,0.3,0.0,0.0,0.5,0.5,0.7
41,Davis Bertans\bertada01,PF,26,SAS,20,2,16.3,2.3,4.9,.459,1.5,3.5,.414,0.8,1.4,.571,.607,0.7,0.7,.929,0.5,2.2,2.7,1.0,0.4,0.4,0.6,1.3,6.6
42,Patrick Beverley\beverpa01,PG,30,LAC,21,16,24.9,2.3,6.5,.353,1.1,3.6,.303,1.2,2.9,.417,.438,1.0,1.3,.778,0.8,3.0,3.8,3.8,0.7,0.2,1.1,3.7,6.7
43,Khem Birch\birchkh01,C,26,ORL,7,0,5.7,0.7,1.1,.625,0.0,0.0,,0.7,1.1,.625,.625,0.0,0.0,,0.4,1.1,1.6,0.1,0.6,0.0,0.3,0.6,1.4
44,Bismack Biyombo\biyombi01,C,26,CHO,8,0,8.5,0.9,1.5,.583,0.0,0.0,,0.9,1.5,.583,.583,0.4,0.9,.429,0.6,1.5,2.1,0.3,0.0,1.1,0.4,2.0,2.1
45,Nemanja Bjelica\bjeline01,PF,30,SAC,21,21,24.3,4.2,7.8,.543,1.7,3.2,.515,2.6,4.6,.563,.649,1.0,1.4,.759,1.2,4.4,5.6,2.0,1.1,0.6,1.5,2.9,11.2
46,Antonio Blakeney\blakean01,SG,22,CHI,22,0,17.6,3.9,9.0,.434,1.2,2.6,.448,2.7,6.4,.429,.500,1.0,1.5,.636,0.2,1.8,2.0,0.5,0.3,0.2,0.9,0.8,10.0
47,Eric Bledsoe\bledser01,PG,29,MIL,21,21,29.4,5.6,11.1,.506,1.7,4.7,.354,4.0,6.4,.619,.582,2.1,3.0,.698,1.1,3.4,4.5,6.0,1.3,0.6,2.2,2.4,15.0
48,Bogdan Bogdanovic\bogdabo01,SG,26,SAC,10,1,25.9,5.4,12.6,.429,2.2,5.7,.386,3.2,6.9,.464,.516,2.1,2.3,.913,0.5,2.4,2.9,3.1,0.5,0.0,1.1,2.2,15.1
49,Bojan Bogdanovic\bogdabo02,SF,29,IND,22,22,30.9,5.5,10.2,.533,2.2,4.1,.527,3.3,6.1,.537,.640,2.4,3.0,.791,0.4,3.3,3.7,1.4,0.8,0.0,1.8,1.8,15.5
50,Jonah Bolden\boldejo01,PF,23,PHI,6,0,6.7,0.7,1.8,.364,0.2,1.2,.143,0.5,0.7,.750,.409,0.2,0.3,.500,0.0,1.5,1.5,0.3,0.5,0.2,0.3,1.0,1.7
51,Devin Booker\bookede01,SG,22,PHO,18,18,36.3,8.8,19.9,.440,2.5,7.9,.317,6.3,12.1,.521,.503,4.4,5.3,.842,0.5,3.2,3.7,7.0,1.2,0.1,4.3,3.6,24.5
52,Chris Boucher\bouchch01,PF,26,TOR,3,0,4.0,1.3,2.7,.500,0.3,1.3,.250,1.0,1.3,.750,.563,1.3,2.0,.667,1.0,1.3,2.3,0.0,0.0,1.0,0.0,0.7,4.3
53,Avery Bradley\bradlav01,SG,28,LAC,15,15,28.4,3.0,8.4,.357,0.7,2.9,.250,2.3,5.5,.415,.401,0.3,0.5,.714,0.5,1.4,1.9,1.7,0.7,0.5,1.4,2.9,7.1
54,Mikal Bridges\bridgmi01,SF,22,PHO,22,8,21.1,2.4,5.6,.423,1.0,2.9,.333,1.4,2.7,.517,.508,0.9,1.0,.870,0.3,1.6,1.9,1.0,1.3,0.3,0.8,2.2,6.6
55,Miles Bridges\bridgmi02,SF,20,CHO,21,0,20.2,3.0,5.8,.508,0.8,2.4,.340,2.1,3.4,.625,.578,0.8,1.0,.727,0.7,3.3,4.0,1.0,0.7,0.7,0.5,1.5,7.5
56,Isaiah Briscoe\briscis01,PG,22,ORL,8,0,7.1,0.9,2.0,.438,0.1,0.1,1.000,0.8,1.9,.400,.469,0.1,0.4,.333,0.0,0.5,0.5,1.0,0.0,0.0,0.3,1.0,2.0
57,Ryan Broekhoff\broekry01,SG,28,DAL,11,0,3.7,0.4,1.1,.333,0.3,1.0,.273,0.1,0.1,1.000,.458,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.2,1.0
58,Malcolm Brogdon\brogdma01,SG,26,MIL,21,21,30.2,5.8,11.3,.513,1.8,3.7,.474,4.0,7.6,.531,.590,1.7,1.8,.973,1.0,3.3,4.3,3.4,0.5,0.2,1.6,1.7,15.1
59,Dillon Brooks\brookdi01,SF,23,MEM,11,0,18.9,2.5,6.0,.409,0.6,1.7,.368,1.8,4.3,.426,.462,1.3,1.6,.778,0.5,1.5,2.1,0.9,0.7,0.4,0.8,2.7,6.8
60,MarShon Brooks\brookma01,SG,30,MEM,18,0,13.7,2.7,6.3,.425,0.6,2.1,.297,2.1,4.2,.487,.473,0.8,1.1,.789,0.5,1.3,1.8,1.1,0.3,0.2,0.8,1.2,6.8
61,Bruce Brown\brownbr01,SG,22,DET,12,3,15.5,1.3,3.5,.357,0.1,1.0,.083,1.2,2.5,.467,.369,0.8,1.1,.692,0.6,1.5,2.1,0.5,0.6,0.3,0.3,2.2,3.3
62,Jaylen Brown\brownja02,SG,22,BOS,19,19,28.1,4.3,10.8,.398,1.0,3.9,.253,3.3,6.9,.481,.444,1.5,2.4,.622,1.2,2.9,4.1,1.3,0.6,0.6,1.4,2.5,11.1
63,Lorenzo Brown\brownlo01,PG,28,TOR,15,0,9.0,1.1,3.0,.378,0.3,1.5,.227,0.8,1.5,.522,.433,0.1,0.1,1.000,0.1,1.1,1.2,1.0,0.4,0.3,0.9,0.9,2.7
64,Sterling Brown\brownst02,SG,23,MIL,13,0,8.2,1.2,2.8,.444,0.3,1.4,.222,0.9,1.4,.667,.500,0.4,0.5,.714,0.5,1.0,1.5,0.5,0.1,0.1,0.6,1.1,3.2
65,Troy Brown\browntr01,SF,19,WAS,10,0,6.6,0.9,2.4,.375,0.2,0.5,.400,0.7,1.9,.368,.417,0.7,0.8,.875,0.2,1.4,1.6,0.8,0.2,0.0,0.3,0.5,2.7
66,Jalen Brunson\brunsja01,PG,22,DAL,18,1,12.4,1.7,4.1,.405,0.4,1.4,.269,1.3,2.7,.479,.453,0.5,0.8,.643,0.2,1.1,1.3,1.3,0.4,0.0,0.6,0.9,4.2
67,Thomas Bryant\bryanth01,C,21,WAS,12,6,10.8,2.0,3.4,.585,0.1,0.8,.100,1.9,2.6,.742,.598,0.8,1.0,.833,0.9,2.0,2.9,0.6,0.3,0.7,0.5,0.7,4.9
68,Reggie Bullock\bullore01,SG,27,DET,16,16,29.7,3.6,9.1,.397,1.9,5.4,.360,1.7,3.8,.450,.503,1.6,1.8,.893,0.4,1.9,2.3,2.6,0.6,0.1,1.1,1.6,10.8
69,Trey Burke\burketr01,PG,26,NYK,20,5,21.7,4.8,11.2,.424,1.1,3.1,.361,3.7,8.2,.448,.473,2.1,2.6,.804,0.7,1.6,2.2,3.2,0.7,0.1,1.2,1.1,12.7
70,Alec Burks\burksal01,SG,27,TOT,18,0,16.4,2.8,6.9,.408,0.9,2.6,.340,1.9,4.3,.449,.472,2.2,2.6,.870,0.2,1.7,1.8,1.3,0.4,0.2,0.8,1.2,8.8
70,Alec Burks\burksal01,SG,27,UTA,17,0,15.8,2.8,6.7,.412,0.9,2.5,.372,1.8,4.2,.437,.482,1.9,2.2,.868,0.1,1.5,1.6,1.2,0.4,0.2,0.9,1.3,8.4
70,Alec Burks\burksal01,G,27,CLE,1,0,26.0,4.0,11.0,.364,0.0,4.0,.000,4.0,7.0,.571,.364,7.0,8.0,.875,1.0,5.0,6.0,4.0,2.0,0.0,0.0,0.0,15.0
71,Deonte Burton\burtode02,SG,25,OKC,12,0,9.8,1.7,3.5,.476,0.3,0.9,.364,1.3,2.6,.516,.524,0.3,0.3,.750,0.1,1.2,1.3,0.4,0.3,0.4,0.4,1.0,3.9
72,Jimmy Butler\butleji01,SG,29,TOT,19,19,34.5,6.9,14.4,.482,1.6,3.7,.429,5.4,10.7,.500,.536,4.2,5.1,.814,1.8,3.3,5.1,3.7,2.3,0.8,1.6,1.9,19.6
72,Jimmy Butler\butleji01,SG,29,MIN,10,10,36.1,7.4,15.7,.471,1.7,4.5,.378,5.7,11.2,.509,.525,4.8,6.1,.787,1.6,3.6,5.2,4.3,2.4,1.0,1.4,1.8,21.3
72,Jimmy Butler\butleji01,SG,29,PHI,9,9,32.8,6.4,13.0,.496,1.4,2.8,.520,5.0,10.2,.489,.551,3.4,4.0,.861,2.0,2.9,4.9,3.0,2.2,0.6,1.8,2.0,17.8
73,Jose Calderon\caldejo01,PG,37,DET,13,0,9.6,0.5,2.1,.259,0.2,1.3,.176,0.3,0.8,.400,.315,0.2,0.2,1.000,0.2,0.5,0.8,1.0,0.4,0.2,0.3,1.2,1.5
74,Kentavious Caldwell-Pope\caldwke01,SG,25,LAL,22,3,20.9,2.4,6.5,.371,1.2,3.7,.321,1.2,2.8,.435,.462,2.0,2.1,.915,0.4,1.9,2.3,0.6,0.8,0.2,0.6,1.5,8.0
75,Isaiah Canaan\canaais01,PG,27,PHO,19,15,26.5,2.7,6.8,.395,1.3,3.8,.347,1.4,3.0,.456,.492,0.8,1.1,.750,0.3,2.3,2.6,3.3,0.6,0.0,1.5,2.4,7.5
76,Clint Capela\capelca01,C,24,HOU,21,21,34.3,7.9,11.9,.660,0.0,0.0,,7.9,11.9,.660,.660,2.1,3.6,.587,5.0,6.8,11.8,1.7,0.5,2.2,1.6,2.8,17.8
77,DeMarre Carroll\carrode01,SF,32,BRK,12,0,21.8,2.4,6.5,.372,1.3,3.4,.366,1.2,3.1,.378,.468,2.8,3.2,.868,0.8,4.3,5.2,0.9,0.3,0.1,1.3,1.8,8.8
78,Vince Carter\cartevi01,SF,42,ATL,20,8,17.5,2.4,6.0,.392,1.4,3.8,.360,1.0,2.3,.444,.504,0.7,0.9,.824,0.3,2.1,2.4,0.9,0.6,0.4,0.6,1.7,6.8
79,Wendell Carter\cartewe01,C,19,CHI,23,23,25.4,4.4,9.4,.470,0.2,1.0,.208,4.2,8.4,.503,.482,2.5,3.0,.826,2.0,5.1,7.1,2.1,0.6,1.7,1.7,3.5,11.6
80,Michael Carter-Williams\cartemi01,PG,27,HOU,13,1,9.6,1.3,3.5,.370,0.3,1.0,.308,1.0,2.5,.394,.413,0.8,1.8,.435,0.2,0.8,0.9,1.4,0.6,0.4,0.8,1.8,3.7
81,Omri Casspi\casspom01,SF,30,MEM,15,0,11.9,1.9,3.5,.547,0.4,0.9,.429,1.5,2.6,.590,.604,1.1,1.9,.586,0.5,2.2,2.7,0.9,0.4,0.1,0.3,0.9,5.4
82,Willie Cauley-Stein\caulewi01,C,25,SAC,21,21,28.4,6.4,12.0,.534,0.0,0.0,1.000,6.4,12.0,.532,.536,1.7,3.4,.486,2.2,6.0,8.2,2.1,1.0,0.5,1.3,3.3,14.6
83,Tyson Chandler\chandty01,C,36,TOT,19,0,17.8,1.3,2.2,.595,0.0,0.0,,1.3,2.2,.595,.595,1.1,1.8,.600,2.0,4.5,6.5,0.7,0.4,0.4,1.1,2.8,3.7
83,Tyson Chandler\chandty01,C,36,PHO,7,0,12.7,1.1,1.7,.667,0.0,0.0,,1.1,1.7,.667,.667,1.4,2.6,.556,1.0,4.6,5.6,0.9,0.3,0.1,1.0,3.0,3.7
83,Tyson Chandler\chandty01,C,36,LAL,12,0,20.8,1.4,2.5,.567,0.0,0.0,,1.4,2.5,.567,.567,0.9,1.4,.647,2.6,4.4,7.0,0.6,0.5,0.5,1.1,2.7,3.8
84,Wilson Chandler\chandwi01,PF,31,PHI,13,9,23.0,2.5,4.9,.500,0.8,2.2,.379,1.6,2.7,.600,.586,0.2,0.5,.333,1.2,3.1,4.2,1.7,0.3,0.2,1.2,2.2,5.9
85,Marquese Chriss\chrisma01,PF,21,HOU,8,0,6.3,1.0,2.6,.381,0.1,1.1,.111,0.9,1.5,.583,.405,0.0,0.1,.000,0.4,0.9,1.3,0.4,0.0,0.3,0.6,1.1,2.1
86,Gary Clark\clarkga01,PF,24,HOU,20,0,17.7,1.2,3.8,.303,1.0,3.5,.275,0.2,0.4,.571,.428,0.3,0.3,1.000,0.6,2.4,3.0,0.5,0.5,0.9,0.1,1.3,3.6
